Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales
21-08-2021,Venezuela,Tottus,Huawei,Bitel,175,143,450,64350
17-02-2019,USA,Tottus,Huawei,Claro,175,32,450,14400
20-08-2021,Canada,Tottus,Huawei,Claro,175,118,450,53100
07-06-2019,Colombia,Tottus,Huawei,Entel,175,130,450,58500
12-10-2021,Guatemala,Tottus,Huawei,Movistar,175,59,450,26550
08-04-2019,Venezuela,Tottus,Huawei,Entel,175,28,450,12600
26-02-2019,United Kingdom,Tottus,Huawei,Entel,175,199,450,89550
06-09-2020,Ireland,Tottus,Huawei,Tuenti,175,33,450,14850
16-05-2021,Venezuela,Tottus,Huawei,Bitel,175,122,450,54900
04-02-2021,El Salvador,Tottus,Huawei,Tuenti,175,273,450,122850
20-05-2021,Canada,Tottus,Huawei,Claro,175,14,450,6300
21-02-2020,Guatemala,Tottus,Huawei,Entel,175,34,450,15300
02-08-2019,Guatemala,Tottus,Huawei,Claro,175,52,450,23400
05-01-2020,Venezuela,Tottus,Huawei,Tuenti,175,103,450,46350
31-12-2021,Peru,Tottus,Huawei,Entel,175,140,450,63000
24-02-2019,Canada,Tottus,Huawei,Movistar,175,20,450,9000
31-03-2021,Ireland,Tottus,Huawei,Bitel,175,47,450,21150
20-05-2021,Cuba,Tottus,Huawei,Claro,175,14,450,6300
23-04-2021,Paraguay,Tottus,Huawei,Movistar,175,46,450,20700
06-07-2018,El Salvador,Tottus,Huawei,Tuenti,175,130,450,58500
16-04-2019,United Kingdom,Tottus,Huawei,Entel,175,106,450,47700
05-09-2019,Paraguay,Tottus,Huawei,Tuenti,175,28,450,12600
03-08-2018,Uruguay,Tottus,Huawei,Bitel,175,75,450,33750
15-08-2020,Mexico,Tottus,Huawei,Entel,175,88,450,39600
03-12-2020,Brasil,Tottus,Huawei,Tuenti,175,26,450,11700
13-03-2020,Cuba,Tottus,Huawei,Bitel,175,30,450,13500
16-08-2018,Paraguay,Tottus,Huawei,Claro,175,116,450,52200
02-12-2020,Chile,Tottus,Huawei,Bitel,175,8,450,3600
26-08-2018,Mexico,Tottus,Huawei,Claro,175,31,450,13950
22-12-2020,El Salvador,Tottus,Huawei,Movistar,175,20,450,9000
25-06-2018,Argentina,Tottus,Huawei,Movistar,175,28,450,12600
13-12-2018,Venezuela,Tottus,Huawei,Entel,175,70,450,31500
15-10-2021,Ireland,Tottus,Huawei,Claro,175,43,450,19350
21-09-2021,Bolivia,Tottus,Huawei,Movistar,175,29,450,13050
26-01-2021,United Kingdom,Tottus,Huawei,Claro,175,96,450,43200
21-07-2018,Argentina,Tottus,Huawei,Movistar,175,23,450,10350
18-06-2020,Jamaica,Tottus,Huawei,Tuenti,175,44,450,19800
12-10-2021,Guatemala,Tottus,Huawei,Entel,175,17,450,7650
21-08-2021,Venezuela,Tottus,Huawei,Bitel,175,143,450,64350
17-02-2019,USA,Tottus,Huawei,Claro,175,32,450,14400
20-08-2021,Canada,Tottus,Huawei,Claro,175,118,450,53100
07-06-2019,Colombia,Tottus,Huawei,Entel,175,130,450,58500
12-10-2021,Guatemala,Tottus,Huawei,Movistar,175,59,450,26550
08-04-2019,Venezuela,Tottus,Huawei,Entel,175,28,450,12600
26-02-2019,United Kingdom,Tottus,Huawei,Entel,175,199,450,89550
06-09-2020,Ireland,Tottus,Huawei,Tuenti,175,33,450,14850
16-05-2021,Venezuela,Tottus,Huawei,Bitel,175,122,450,54900
04-02-2021,El Salvador,Tottus,Huawei,Tuenti,175,273,450,122850
20-05-2021,Canada,Tottus,Huawei,Claro,175,14,450,6300
21-02-2020,Guatemala,Tottus,Huawei,Entel,175,34,450,15300
02-08-2019,Guatemala,Tottus,Huawei,Claro,175,52,450,23400
05-01-2020,Venezuela,Tottus,Huawei,Tuenti,175,103,450,46350
31-12-2021,Peru,Tottus,Huawei,Entel,175,140,450,63000
24-02-2019,Canada,Tottus,Huawei,Movistar,175,20,450,9000
31-03-2021,Ireland,Tottus,Huawei,Bitel,175,47,450,21150
20-05-2021,Cuba,Tottus,Huawei,Claro,175,14,450,6300
23-04-2021,Paraguay,Tottus,Huawei,Movistar,175,46,450,20700
06-07-2018,El Salvador,Tottus,Huawei,Tuenti,175,130,450,58500
16-04-2019,United Kingdom,Tottus,Huawei,Entel,175,106,450,47700
05-09-2019,Paraguay,Tottus,Huawei,Tuenti,175,28,450,12600
03-08-2018,Uruguay,Tottus,Huawei,Bitel,175,75,450,33750
15-08-2020,Mexico,Tottus,Huawei,Entel,175,88,450,39600
03-12-2020,Brasil,Tottus,Huawei,Tuenti,175,26,450,11700
13-03-2020,Cuba,Tottus,Huawei,Bitel,175,30,450,13500
16-08-2018,Paraguay,Tottus,Huawei,Claro,175,116,450,52200
02-12-2020,Chile,Tottus,Huawei,Bitel,175,8,450,3600
08-05-2021,France,Ripley,LG,Claro,550,39,800,31200
18-04-2020,Switzerland,Metro,LG,Claro,550,29,800,23200
12-01-2018,Guatemala,Metro,LG,Claro,550,56,800,44800
10-10-2018,El Salvador,Saga Falabella,LG,Claro,550,5,800,4000
01-10-2021,El Salvador,Plaza Vea,LG,Claro,550,45,800,36000
20-04-2020,Chile,Tottus,LG,Claro,550,38,800,30400
08-10-2021,Denmark,Ripley,LG,Claro,550,17,800,13600
31-01-2020,Uruguay,Plaza Vea,LG,Claro,550,12,800,9600
25-09-2021,Germany,Saga Falabella,LG,Claro,550,18,800,14400
04-10-2020,Uruguay,Ripley,LG,Claro,550,3,800,2400
12-01-2019,Portugal,Saga Falabella,LG,Claro,550,13,800,10400
23-03-2020,Bolivia,Plaza Vea,LG,Claro,550,34,800,27200
23-03-2021,El Salvador,Saga Falabella,LG,Claro,550,19,800,15200
08-08-2019,Denmark,Oeschle,LG,Claro,550,17,800,13600
09-05-2019,Brasil,Ripley,LG,Claro,550,21,800,16800
10-07-2018,Cuba,Plaza Vea,LG,Claro,550,30,800,24000
20-04-2018,Peru,Oeschle,LG,Claro,550,64,800,51200
28-10-2021,Brasil,Ripley,LG,Claro,550,7,800,5600
03-09-2021,Brasil,Plaza Vea,LG,Claro,550,78,800,62400
12-08-2018,Cuba,Plaza Vea,LG,Claro,550,26,800,20800
01-06-2019,Uruguay,Saga Falabella,LG,Claro,550,8,800,6400
16-03-2021,Guatemala,Oeschle,LG,Claro,550,18,800,14400
19-06-2020,Chile,Metro,LG,Claro,550,39,800,31200
22-12-2019,United Kingdom,Oeschle,LG,Claro,550,18,800,14400
14-05-2021,Venezuela,Ripley,LG,Claro,550,15,800,12000
05-06-2019,Cuba,Plaza Vea,LG,Claro,550,17,800,13600
18-12-2021,Argentina,Tottus,LG,Claro,550,87,800,69600
01-01-2020,Argentina,Oeschle,LG,Claro,550,1,800,800
04-03-2018,Argentina,Plaza Vea,LG,Claro,550,57,800,45600
19-10-2021,USA,Ripley,LG,Claro,550,26,800,20800
27-12-2018,Portugal,Metro,LG,Claro,550,36,800,28800
05-06-2018,Germany,Oeschle,LG,Claro,550,69,800,55200
15-10-2018,United Kingdom,Metro,LG,Claro,550,7,800,5600
29-06-2019,Spain,Saga Falabella,LG,Claro,550,4,800,3200
17-10-2019,France,Tottus,LG,Claro,550,1,800,800
08-07-2018,Mexico,Ripley,LG,Claro,550,29,800,23200
07-01-2021,El Salvador,Tottus,LG,Claro,550,67,800,53600
07-11-2021,United Kingdom,Tottus,LG,Claro,550,116,800,92800
09-08-2018,Peru,Tottus,LG,Claro,550,52,800,41600
07-12-2021,Guatemala,Metro,LG,Claro,550,30,800,24000
09-09-2019,Germany,Oeschle,LG,Claro,550,41,800,32800
06-09-2019,Canada,Plaza Vea,LG,Claro,550,70,800,56000
04-08-2019,Cuba,Metro,LG,Claro,550,4,800,3200
14-08-2018,Jamaica,Plaza Vea,LG,Claro,550,58,800,46400
18-03-2019,Denmark,Plaza Vea,LG,Claro,550,22,800,17600
05-09-2021,United Kingdom,Saga Falabella,LG,Claro,550,18,800,14400
30-12-2020,Germany,Oeschle,LG,Claro,550,79,800,63200
29-07-2021,Venezuela,Saga Falabella,LG,Claro,550,12,800,9600
30-12-2018,Jamaica,Tottus,LG,Claro,550,97,800,77600
28-08-2021,United Kingdom,Oeschle,LG,Claro,550,52,800,41600
29-12-2021,El Salvador,Tottus,LG,Claro,550,29,800,23200
25-09-2020,Denmark,Plaza Vea,LG,Claro,550,79,800,63200
29-04-2021,El Salvador,Oeschle,LG,Claro,550,63,800,50400
26-05-2021,Spain,Tottus,LG,Claro,550,45,800,36000
02-07-2021,Bolivia,Saga Falabella,LG,Claro,550,2,800,1600
03-10-2021,Guatemala,Plaza Vea,LG,Claro,550,44,800,35200
15-07-2018,Brasil,Plaza Vea,LG,Claro,550,1,800,800
24-11-2021,Peru,Tottus,LG,Claro,550,76,800,60800
05-07-2020,Guatemala,Tottus,LG,Claro,550,86,800,68800
08-09-2018,Switzerland,Ripley,LG,Claro,550,32,800,25600
05-01-2019,Ireland,Plaza Vea,LG,Claro,550,49,800,39200
23-11-2021,Bolivia,Tottus,LG,Claro,550,82,800,65600
06-10-2021,Denmark,Tottus,LG,Claro,550,26,800,20800
23-03-2020,Colombia,Ripley,LG,Claro,550,28,800,22400
11-11-2020,Brasil,Metro,LG,Claro,550,55,800,44000
22-04-2021,Spain,Ripley,LG,Claro,550,17,800,13600
07-12-2019,Jamaica,Metro,LG,Claro,550,52,800,41600
31-08-2021,Germany,Plaza Vea,LG,Claro,550,20,800,16000
23-06-2019,Brasil,Oeschle,LG,Claro,550,49,800,39200
19-04-2019,Brasil,Tottus,LG,Claro,550,16,800,12800
13-09-2021,Canada,Plaza Vea,LG,Claro,550,27,800,21600
22-01-2019,France,Oeschle,LG,Claro,550,84,800,67200
05-04-2018,Denmark,Metro,LG,Claro,550,21,800,16800
12-03-2021,Bolivia,Oeschle,LG,Claro,550,70,800,56000
17-10-2021,Argentina,Tottus,LG,Claro,550,12,800,9600
15-09-2018,Canada,Ripley,LG,Claro,550,38,800,30400
30-11-2018,USA,Metro,LG,Claro,550,45,800,36000
14-02-2019,Canada,Metro,LG,Claro,550,34,800,27200
19-08-2018,Ireland,Metro,LG,Claro,550,29,800,23200
25-10-2018,Bolivia,Plaza Vea,LG,Claro,550,38,800,30400
27-11-2021,Colombia,Plaza Vea,LG,Claro,550,19,800,15200
28-04-2019,Ireland,Metro,LG,Claro,550,1,800,800
10-07-2021,Venezuela,Plaza Vea,LG,Claro,550,53,800,42400
16-08-2021,Chile,Tottus,LG,Claro,550,94,800,75200
07-01-2021,Germany,Saga Falabella,LG,Claro,550,3,800,2400
08-09-2019,Guatemala,Ripley,LG,Claro,550,5,800,4000
07-08-2019,Brasil,Metro,LG,Claro,550,24,800,19200
15-09-2021,Switzerland,Plaza Vea,LG,Claro,550,40,800,32000
10-10-2020,Argentina,Ripley,LG,Claro,550,7,800,5600
03-03-2021,Ireland,Metro,LG,Claro,550,18,800,14400
29-12-2021,Ireland,Saga Falabella,LG,Claro,550,13,800,10400
08-05-2021,France,Ripley,LG,Claro,550,39,800,31200
18-04-2020,Switzerland,Metro,LG,Claro,550,29,800,23200
12-01-2018,Guatemala,Metro,LG,Claro,550,56,800,44800
10-10-2018,El Salvador,Saga Falabella,LG,Claro,550,5,800,4000
01-10-2021,El Salvador,Plaza Vea,LG,Claro,550,45,800,36000
20-04-2020,Chile,Tottus,LG,Claro,550,38,800,30400
08-10-2021,Denmark,Ripley,LG,Claro,550,17,800,13600
31-01-2020,Uruguay,Plaza Vea,LG,Claro,550,12,800,9600
25-09-2021,Germany,Saga Falabella,LG,Claro,550,18,800,14400
04-10-2020,Uruguay,Ripley,LG,Claro,550,3,800,2400
12-01-2019,Portugal,Saga Falabella,LG,Claro,550,13,800,10400
23-03-2020,Bolivia,Plaza Vea,LG,Claro,550,34,800,27200
23-03-2021,El Salvador,Saga Falabella,LG,Claro,550,19,800,15200
08-08-2019,Denmark,Oeschle,LG,Claro,550,17,800,13600
09-05-2019,Brasil,Ripley,LG,Claro,550,21,800,16800
10-07-2018,Cuba,Plaza Vea,LG,Claro,550,30,800,24000
20-04-2018,Peru,Oeschle,LG,Claro,550,64,800,51200
28-10-2021,Brasil,Ripley,LG,Claro,550,7,800,5600
03-09-2021,Brasil,Plaza Vea,LG,Claro,550,78,800,62400
12-08-2018,Cuba,Plaza Vea,LG,Claro,550,26,800,20800
01-06-2019,Uruguay,Saga Falabella,LG,Claro,550,8,800,6400
16-03-2021,Guatemala,Oeschle,LG,Claro,550,18,800,14400
19-06-2020,Chile,Metro,LG,Claro,550,39,800,31200
22-12-2019,United Kingdom,Oeschle,LG,Claro,550,18,800,14400
14-05-2021,Venezuela,Ripley,LG,Claro,550,15,800,12000
05-06-2019,Cuba,Plaza Vea,LG,Claro,550,17,800,13600
18-12-2021,Argentina,Tottus,LG,Claro,550,87,800,69600
01-01-2020,Argentina,Oeschle,LG,Claro,550,1,800,800
04-03-2018,Argentina,Plaza Vea,LG,Claro,550,57,800,45600
19-10-2021,USA,Ripley,LG,Claro,550,26,800,20800
27-12-2018,Portugal,Metro,LG,Claro,550,36,800,28800
05-06-2018,Germany,Oeschle,LG,Claro,550,69,800,55200
15-10-2018,United Kingdom,Metro,LG,Claro,550,7,800,5600
29-06-2019,Spain,Saga Falabella,LG,Claro,550,4,800,3200
17-10-2019,France,Tottus,LG,Claro,550,1,800,800
08-07-2018,Mexico,Ripley,LG,Claro,550,29,800,23200
07-01-2021,El Salvador,Tottus,LG,Claro,550,67,800,53600
07-11-2021,United Kingdom,Tottus,LG,Claro,550,116,800,92800
09-08-2018,Peru,Tottus,LG,Claro,550,52,800,41600
07-12-2021,Guatemala,Metro,LG,Claro,550,30,800,24000
09-09-2019,Germany,Oeschle,LG,Claro,550,41,800,32800
06-09-2019,Canada,Plaza Vea,LG,Claro,550,70,800,56000
04-08-2019,Cuba,Metro,LG,Claro,550,4,800,3200
14-08-2018,Jamaica,Plaza Vea,LG,Claro,550,58,800,46400
18-03-2019,Denmark,Plaza Vea,LG,Claro,550,22,800,17600
05-09-2021,United Kingdom,Saga Falabella,LG,Claro,550,18,800,14400
30-12-2020,Germany,Oeschle,LG,Claro,550,79,800,63200
29-07-2021,Venezuela,Saga Falabella,LG,Claro,550,12,800,9600
30-12-2018,Jamaica,Tottus,LG,Claro,550,97,800,77600
28-08-2021,United Kingdom,Oeschle,LG,Claro,550,52,800,41600
29-12-2021,El Salvador,Tottus,LG,Claro,550,29,800,23200
25-09-2020,Denmark,Plaza Vea,LG,Claro,550,79,800,63200
29-04-2021,El Salvador,Oeschle,LG,Claro,550,63,800,50400
26-05-2021,Spain,Tottus,LG,Claro,550,45,800,36000
02-07-2021,Bolivia,Saga Falabella,LG,Claro,550,2,800,1600
03-10-2021,Guatemala,Plaza Vea,LG,Claro,550,44,800,35200
15-07-2018,Brasil,Plaza Vea,LG,Claro,550,1,800,800
24-11-2021,Peru,Tottus,LG,Claro,550,76,800,60800
05-07-2020,Guatemala,Tottus,LG,Claro,550,86,800,68800
08-09-2018,Switzerland,Ripley,LG,Claro,550,32,800,25600
05-01-2019,Ireland,Plaza Vea,LG,Claro,550,49,800,39200
23-11-2021,Bolivia,Tottus,LG,Claro,550,82,800,65600
06-10-2021,Denmark,Tottus,LG,Claro,550,26,800,20800
23-03-2020,Colombia,Ripley,LG,Claro,550,28,800,22400
11-11-2020,Brasil,Metro,LG,Claro,550,55,800,44000
22-04-2021,Spain,Ripley,LG,Claro,550,17,800,13600
07-12-2019,Jamaica,Metro,LG,Claro,550,52,800,41600
31-08-2021,Germany,Plaza Vea,LG,Claro,550,20,800,16000
23-06-2019,Brasil,Oeschle,LG,Claro,550,49,800,39200
19-04-2019,Brasil,Tottus,LG,Claro,550,16,800,12800
13-09-2021,Canada,Plaza Vea,LG,Claro,550,27,800,21600
22-01-2019,France,Oeschle,LG,Claro,550,84,800,67200
05-04-2018,Denmark,Metro,LG,Claro,550,21,800,16800
12-03-2021,Bolivia,Oeschle,LG,Claro,550,70,800,56000
17-10-2021,Argentina,Tottus,LG,Claro,550,12,800,9600
15-09-2018,Canada,Ripley,LG,Claro,550,38,800,30400
30-11-2018,USA,Metro,LG,Claro,550,45,800,36000
14-02-2019,Canada,Metro,LG,Claro,550,34,800,27200
19-08-2018,Ireland,Metro,LG,Claro,550,29,800,23200
25-10-2018,Bolivia,Plaza Vea,LG,Claro,550,38,800,30400
27-11-2021,Colombia,Plaza Vea,LG,Claro,550,19,800,15200
28-04-2019,Ireland,Metro,LG,Claro,550,1,800,800
10-07-2021,Venezuela,Plaza Vea,LG,Claro,550,53,800,42400
16-08-2021,Chile,Tottus,LG,Claro,550,94,800,75200
07-01-2021,Germany,Saga Falabella,LG,Claro,550,3,800,2400
08-09-2019,Guatemala,Ripley,LG,Claro,550,5,800,4000
07-08-2019,Brasil,Metro,LG,Claro,550,24,800,19200
15-09-2021,Switzerland,Plaza Vea,LG,Claro,550,40,800,32000
10-10-2020,Argentina,Ripley,LG,Claro,550,7,800,5600
03-03-2021,Ireland,Metro,LG,Claro,550,18,800,14400
29-12-2021,Ireland,Saga Falabella,LG,Claro,550,13,800,10400
16-06-2020,United Kingdom,Oeschle,LG,Bitel,550,46,800,36800
22-06-2018,Spain,Saga Falabella,LG,Bitel,550,19,800,15200
08-05-2021,Jamaica,Ripley,LG,Bitel,550,51,800,40800
03-02-2021,Colombia,Tottus,LG,Bitel,550,14,800,11200
10-06-2021,Colombia,Tottus,LG,Bitel,550,16,800,12800
21-03-2021,Jamaica,Ripley,LG,Bitel,550,56,800,44800
10-07-2019,Uruguay,Metro,LG,Bitel,550,46,800,36800
21-05-2020,Germany,Plaza Vea,LG,Bitel,550,64,800,51200
18-02-2021,USA,Tottus,LG,Bitel,550,43,800,34400
04-05-2020,USA,Saga Falabella,LG,Bitel,550,21,800,16800
28-10-2020,Venezuela,Ripley,LG,Bitel,550,9,800,7200
26-09-2021,Canada,Metro,LG,Bitel,550,77,800,61600
29-07-2019,Colombia,Metro,LG,Bitel,550,50,800,40000
26-10-2019,Peru,Ripley,LG,Bitel,550,9,800,7200
07-06-2021,Canada,Saga Falabella,LG,Bitel,550,20,800,16000
22-09-2018,Paraguay,Metro,LG,Bitel,550,3,800,2400
08-03-2021,Brasil,Saga Falabella,LG,Bitel,550,20,800,16000
15-06-2019,USA,Oeschle,LG,Bitel,550,20,800,16000
21-07-2018,France,Ripley,LG,Bitel,550,49,800,39200
10-12-2021,Ireland,Oeschle,LG,Bitel,550,121,800,96800
24-09-2021,Bolivia,Tottus,LG,Bitel,550,128,800,102400
26-07-2019,Cuba,Plaza Vea,LG,Bitel,550,21,800,16800
21-08-2020,Argentina,Tottus,LG,Bitel,550,91,800,72800
31-03-2019,Bolivia,Ripley,LG,Bitel,550,19,800,15200
14-02-2021,Colombia,Saga Falabella,LG,Bitel,550,27,800,21600
21-08-2019,USA,Saga Falabella,LG,Bitel,550,23,800,18400
12-05-2021,Spain,Metro,LG,Bitel,550,67,800,53600
02-06-2018,El Salvador,Plaza Vea,LG,Bitel,550,97,800,77600
16-04-2018,Switzerland,Ripley,LG,Bitel,550,31,800,24800
15-01-2021,USA,Plaza Vea,LG,Bitel,550,8,800,6400
04-01-2019,Paraguay,Plaza Vea,LG,Bitel,550,112,800,89600
12-03-2020,Cuba,Plaza Vea,LG,Bitel,550,15,800,12000
19-12-2020,Cuba,Oeschle,LG,Bitel,550,140,800,112000
18-03-2021,Portugal,Ripley,LG,Bitel,550,51,800,40800
27-07-2018,Jamaica,Saga Falabella,LG,Bitel,550,18,800,14400
15-04-2019,Mexico,Tottus,LG,Bitel,550,115,800,92000
31-10-2019,Mexico,Ripley,LG,Bitel,550,34,800,27200
09-10-2020,El Salvador,Ripley,LG,Bitel,550,51,800,40800
19-09-2019,Germany,Saga Falabella,LG,Bitel,550,14,800,11200
03-06-2020,Mexico,Oeschle,LG,Bitel,550,134,800,107200
29-07-2021,Jamaica,Tottus,LG,Bitel,550,15,800,12000
10-05-2021,Colombia,Tottus,LG,Bitel,550,161,800,128800
10-07-2019,Switzerland,Tottus,LG,Bitel,550,87,800,69600
02-02-2019,Bolivia,Tottus,LG,Bitel,550,135,800,108000
20-01-2019,Peru,Oeschle,LG,Bitel,550,82,800,65600
09-01-2021,Uruguay,Plaza Vea,LG,Bitel,550,11,800,8800
25-07-2020,Paraguay,Metro,LG,Bitel,550,37,800,29600
25-04-2020,Germany,Saga Falabella,LG,Bitel,550,7,800,5600
03-09-2019,El Salvador,Oeschle,LG,Bitel,550,12,800,9600
18-11-2019,Mexico,Metro,LG,Bitel,550,41,800,32800
26-07-2018,Paraguay,Oeschle,LG,Bitel,550,75,800,60000
06-04-2018,Denmark,Tottus,LG,Bitel,550,174,800,139200
13-11-2018,Jamaica,Oeschle,LG,Bitel,550,1,800,800
07-06-2018,Spain,Plaza Vea,LG,Bitel,550,54,800,43200
21-01-2021,Uruguay,Plaza Vea,LG,Bitel,550,26,800,20800
27-03-2021,Bolivia,Tottus,LG,Bitel,550,156,800,124800
10-08-2018,Germany,Plaza Vea,LG,Bitel,550,70,800,56000
25-05-2021,Jamaica,Oeschle,LG,Bitel,550,115,800,92000
20-12-2019,Argentina,Tottus,LG,Bitel,550,59,800,47200
10-04-2021,Chile,Oeschle,LG,Bitel,550,60,800,48000
14-04-2021,Mexico,Oeschle,LG,Bitel,550,78,800,62400
18-04-2018,Paraguay,Ripley,LG,Bitel,550,48,800,38400
31-08-2018,Spain,Oeschle,LG,Bitel,550,12,800,9600
09-03-2021,Uruguay,Tottus,LG,Bitel,550,169,800,135200
14-06-2021,France,Tottus,LG,Bitel,550,81,800,64800
22-08-2021,Peru,Tottus,LG,Bitel,550,19,800,15200
20-11-2018,France,Metro,LG,Bitel,550,9,800,7200
17-06-2020,Peru,Ripley,LG,Bitel,550,15,800,12000
12-03-2021,Argentina,Metro,LG,Bitel,550,24,800,19200
26-06-2020,Mexico,Tottus,LG,Bitel,550,93,800,74400
05-09-2021,France,Oeschle,LG,Bitel,550,91,800,72800
02-02-2019,Cuba,Plaza Vea,LG,Bitel,550,93,800,74400
26-10-2019,Germany,Tottus,LG,Bitel,550,62,800,49600
21-08-2021,Bolivia,Metro,LG,Bitel,550,89,800,71200
08-09-2020,Chile,Saga Falabella,LG,Bitel,550,12,800,9600
16-05-2021,Brasil,Plaza Vea,LG,Bitel,550,23,800,18400
12-03-2019,Spain,Ripley,LG,Bitel,550,16,800,12800
25-08-2018,Uruguay,Oeschle,LG,Bitel,550,126,800,100800
21-04-2020,Guatemala,Metro,LG,Bitel,550,51,800,40800
07-02-2019,USA,Metro,LG,Bitel,550,74,800,59200
06-10-2021,Bolivia,Saga Falabella,LG,Bitel,550,13,800,10400
16-06-2020,United Kingdom,Oeschle,LG,Bitel,550,46,800,36800
22-06-2018,Spain,Saga Falabella,LG,Bitel,550,19,800,15200
08-05-2021,Jamaica,Ripley,LG,Bitel,550,51,800,40800
03-02-2021,Colombia,Tottus,LG,Bitel,550,14,800,11200
10-06-2021,Colombia,Tottus,LG,Bitel,550,16,800,12800
21-03-2021,Jamaica,Ripley,LG,Bitel,550,56,800,44800
10-07-2019,Uruguay,Metro,LG,Bitel,550,46,800,36800
21-05-2020,Germany,Plaza Vea,LG,Bitel,550,64,800,51200
18-02-2021,USA,Tottus,LG,Bitel,550,43,800,34400
04-05-2020,USA,Saga Falabella,LG,Bitel,550,21,800,16800
28-10-2020,Venezuela,Ripley,LG,Bitel,550,9,800,7200
26-09-2021,Canada,Metro,LG,Bitel,550,77,800,61600
29-07-2019,Colombia,Metro,LG,Bitel,550,50,800,40000
26-10-2019,Peru,Ripley,LG,Bitel,550,9,800,7200
07-06-2021,Canada,Saga Falabella,LG,Bitel,550,20,800,16000
22-09-2018,Paraguay,Metro,LG,Bitel,550,3,800,2400
08-03-2021,Brasil,Saga Falabella,LG,Bitel,550,20,800,16000
15-06-2019,USA,Oeschle,LG,Bitel,550,20,800,16000
21-07-2018,France,Ripley,LG,Bitel,550,49,800,39200
10-12-2021,Ireland,Oeschle,LG,Bitel,550,121,800,96800
24-09-2021,Bolivia,Tottus,LG,Bitel,550,128,800,102400
26-07-2019,Cuba,Plaza Vea,LG,Bitel,550,21,800,16800
21-08-2020,Argentina,Tottus,LG,Bitel,550,91,800,72800
31-03-2019,Bolivia,Ripley,LG,Bitel,550,19,800,15200
14-02-2021,Colombia,Saga Falabella,LG,Bitel,550,27,800,21600
21-08-2019,USA,Saga Falabella,LG,Bitel,550,23,800,18400
12-05-2021,Spain,Metro,LG,Bitel,550,67,800,53600
02-06-2018,El Salvador,Plaza Vea,LG,Bitel,550,97,800,77600
16-04-2018,Switzerland,Ripley,LG,Bitel,550,31,800,24800
15-01-2021,USA,Plaza Vea,LG,Bitel,550,8,800,6400
04-01-2019,Paraguay,Plaza Vea,LG,Bitel,550,112,800,89600
12-03-2020,Cuba,Plaza Vea,LG,Bitel,550,15,800,12000
19-12-2020,Cuba,Oeschle,LG,Bitel,550,140,800,112000
18-03-2021,Portugal,Ripley,LG,Bitel,550,51,800,40800
27-07-2018,Jamaica,Saga Falabella,LG,Bitel,550,18,800,14400
15-04-2019,Mexico,Tottus,LG,Bitel,550,115,800,92000
31-10-2019,Mexico,Ripley,LG,Bitel,550,34,800,27200
09-10-2020,El Salvador,Ripley,LG,Bitel,550,51,800,40800
19-09-2019,Germany,Saga Falabella,LG,Bitel,550,14,800,11200
03-06-2020,Mexico,Oeschle,LG,Bitel,550,134,800,107200
29-07-2021,Jamaica,Tottus,LG,Bitel,550,15,800,12000
10-05-2021,Colombia,Tottus,LG,Bitel,550,161,800,128800
10-07-2019,Switzerland,Tottus,LG,Bitel,550,87,800,69600
02-02-2019,Bolivia,Tottus,LG,Bitel,550,135,800,108000
20-01-2019,Peru,Oeschle,LG,Bitel,550,82,800,65600
09-01-2021,Uruguay,Plaza Vea,LG,Bitel,550,11,800,8800
25-07-2020,Paraguay,Metro,LG,Bitel,550,37,800,29600
25-04-2020,Germany,Saga Falabella,LG,Bitel,550,7,800,5600
03-09-2019,El Salvador,Oeschle,LG,Bitel,550,12,800,9600
18-11-2019,Mexico,Metro,LG,Bitel,550,41,800,32800
26-07-2018,Paraguay,Oeschle,LG,Bitel,550,75,800,60000
06-04-2018,Denmark,Tottus,LG,Bitel,550,174,800,139200
13-11-2018,Jamaica,Oeschle,LG,Bitel,550,1,800,800
07-06-2018,Spain,Plaza Vea,LG,Bitel,550,54,800,43200
21-01-2021,Uruguay,Plaza Vea,LG,Bitel,550,26,800,20800
27-03-2021,Bolivia,Tottus,LG,Bitel,550,156,800,124800
10-08-2018,Germany,Plaza Vea,LG,Bitel,550,70,800,56000
25-05-2021,Jamaica,Oeschle,LG,Bitel,550,115,800,92000
20-12-2019,Argentina,Tottus,LG,Bitel,550,59,800,47200
10-04-2021,Chile,Oeschle,LG,Bitel,550,60,800,48000
14-04-2021,Mexico,Oeschle,LG,Bitel,550,78,800,62400
18-04-2018,Paraguay,Ripley,LG,Bitel,550,48,800,38400
31-08-2018,Spain,Oeschle,LG,Bitel,550,12,800,9600
09-03-2021,Uruguay,Tottus,LG,Bitel,550,169,800,135200
14-06-2021,France,Tottus,LG,Bitel,550,81,800,64800
22-08-2021,Peru,Tottus,LG,Bitel,550,19,800,15200
20-11-2018,France,Metro,LG,Bitel,550,9,800,7200
17-06-2020,Peru,Ripley,LG,Bitel,550,15,800,12000
12-03-2021,Argentina,Metro,LG,Bitel,550,24,800,19200
26-06-2020,Mexico,Tottus,LG,Bitel,550,93,800,74400
05-09-2021,France,Oeschle,LG,Bitel,550,91,800,72800
02-02-2019,Cuba,Plaza Vea,LG,Bitel,550,93,800,74400
26-10-2019,Germany,Tottus,LG,Bitel,550,62,800,49600
